Ensembl_gene_identifier	length
ENSG00000132854	5980
ENSG00000132855	3250
ENSG00000132872	4437
ENSG00000132874	5409
ENSG00000132879	3527
ENSG00000132881	1545
ENSG00000132906	5269
ENSG00000132911	2345
ENSG00000132912	6417
ENSG00000132915	7415
ENSG00000132932	10415
ENSG00000132938	8445
ENSG00000132950	3713
ENSG00000132952	5125
ENSG00000132953	10500
ENSG00000132958	2287
ENSG00000132963	1428
ENSG00000132964	3538
ENSG00000132965	1715
ENSG00000132967	1111
ENSG00000132970	5162
ENSG00000132972	5634
ENSG00000132975	5298
ENSG00000133019	12170
ENSG00000133020	6041
ENSG00000133026	9011
ENSG00000133027	1720
ENSG00000133028	10325
ENSG00000133030	18153
ENSG00000133048	3408
ENSG00000133055	1805
ENSG00000133056	9414
ENSG00000133059	8339
ENSG00000133063	7730
ENSG00000133065	6357
ENSG00000133067	4583
ENSG00000133069	5592
ENSG00000133083	14375
ENSG00000133101	2400
ENSG00000133103	8051
ENSG00000133104	6504
ENSG00000133105	3319
ENSG00000133106	4924
ENSG00000133107	4205
ENSG00000133110	5464
ENSG00000133111	2306
ENSG00000133112	7269
ENSG00000133114	10842
ENSG00000133115	2205
ENSG00000133116	5056
ENSG00000133119	2874
ENSG00000133121	8388
ENSG00000133124	3928
ENSG00000133131	6055
ENSG00000133134	1176
ENSG00000133135	3432
ENSG00000133136	207
ENSG00000133138	9503
ENSG00000133142	2518
ENSG00000133169	864
ENSG00000133193	3162
ENSG00000133195	5583
ENSG00000133216	12516
ENSG00000133226	8168
ENSG00000133243	5944
ENSG00000133246	3763
ENSG00000133247	4775
ENSG00000133250	2758
ENSG00000133256	5086
ENSG00000133265	2159
ENSG00000133275	3804
ENSG00000133302	7185
ENSG00000133313	11848
ENSG00000133315	2089
ENSG00000133316	4247
ENSG00000133317	2270
ENSG00000133318	5792
ENSG00000133321	1299
ENSG00000133328	742
ENSG00000133392	16104
ENSG00000133393	2391
ENSG00000133398	1880
ENSG00000133401	15642
ENSG00000133422	6258
ENSG00000133424	10687
ENSG00000133433	1099
ENSG00000133454	9706
ENSG00000133460	8890
ENSG00000133466	7143
ENSG00000133475	2367
ENSG00000133477	16389
ENSG00000133488	2624
ENSG00000133519	3269
ENSG00000133561	3913
ENSG00000133574	2193
ENSG00000133597	2913
ENSG00000133606	5869
ENSG00000133612	11032
ENSG00000133619	5337
ENSG00000133624	4012
ENSG00000133627	6024
ENSG00000133636	1555
ENSG00000133639	4854
ENSG00000133640	8793
ENSG00000133641	6454
ENSG00000133657	13254
ENSG00000133661	1321
ENSG00000133665	2465
ENSG00000133678	2996
ENSG00000133687	14636
ENSG00000133703	7302
ENSG00000133704	6926
ENSG00000133706	8118
ENSG00000133710	4381
ENSG00000133731	3720
ENSG00000133739	5065
ENSG00000133740	5928
ENSG00000133742	4068
ENSG00000133773	3784
ENSG00000133789	7190
ENSG00000133794	6726
ENSG00000133800	3515
ENSG00000133805	6793
ENSG00000133812	16767
ENSG00000133816	20191
ENSG00000133818	3453
ENSG00000133835	10664
ENSG00000133858	9670
ENSG00000133863	11864
ENSG00000133872	2990
ENSG00000133874	1868
ENSG00000133878	2052
ENSG00000133884	7715
ENSG00000133895	4246
ENSG00000133935	2633
ENSG00000133937	1264
ENSG00000133943	7212
ENSG00000133958	12513
ENSG00000133961	9546
ENSG00000133962	5635
ENSG00000133980	3736
ENSG00000133983	1863
ENSG00000133985	5217
ENSG00000133997	4219
ENSG00000134001	5651
ENSG00000134007	2795
ENSG00000134013	5707
ENSG00000134014	5390
ENSG00000134020	1329
ENSG00000134028	2438
ENSG00000134030	8100
ENSG00000134042	5525
ENSG00000134046	5810
ENSG00000134049	4243
ENSG00000134056	1530
ENSG00000134057	2558
ENSG00000134058	2416
ENSG00000134061	5668
ENSG00000134070	3483
ENSG00000134072	2720
ENSG00000134077	5365
ENSG00000134086	4213
ENSG00000134107	3837
ENSG00000134108	3576
ENSG00000134109	6758
ENSG00000134115	5589
ENSG00000134121	11861
ENSG00000134138	10798
ENSG00000134146	9345
ENSG00000134152	7311
ENSG00000134153	1538
ENSG00000134160	7454
ENSG00000134183	1381
ENSG00000134184	2512
ENSG00000134186	5817
ENSG00000134193	3493
ENSG00000134198	3410
ENSG00000134200	537
ENSG00000134201	6061
ENSG00000134202	4750
ENSG00000134207	5104
ENSG00000134215	7271
ENSG00000134216	4632
ENSG00000134222	2855
ENSG00000134240	2571
ENSG00000134242	4503
ENSG00000134243	9160
ENSG00000134245	12561
ENSG00000134247	6352
ENSG00000134248	2388
ENSG00000134249	2963
ENSG00000134250	16807
ENSG00000134253	4368
ENSG00000134255	8413
ENSG00000134256	3828
ENSG00000134258	3027
ENSG00000134259	1047
ENSG00000134262	5369
ENSG00000134265	5586
ENSG00000134278	6532
ENSG00000134283	12155
ENSG00000134285	4957
ENSG00000134287	5002
ENSG00000134291	3475
ENSG00000134294	6602
ENSG00000134297	2320
ENSG00000134308	2713
ENSG00000134313	15362
ENSG00000134317	7952
ENSG00000134318	10145
ENSG00000134321	4834
ENSG00000134323	2602
ENSG00000134324	11861
ENSG00000134326	4302
ENSG00000134330	5908
ENSG00000134333	6210
ENSG00000134339	2227
ENSG00000134343	7700
ENSG00000134352	9292
ENSG00000134363	2969
ENSG00000134365	2476
ENSG00000134369	22453
ENSG00000134371	10695
ENSG00000134375	3513
ENSG00000134376	12721
ENSG00000134389	2810
ENSG00000134398	4998
ENSG00000134419	6679
ENSG00000134438	3725
ENSG00000134440	4089
ENSG00000134443	851
ENSG00000134444	10690
ENSG00000134452	6676
ENSG00000134453	6419
ENSG00000134460	3962
ENSG00000134461	3059
ENSG00000134463	2185
ENSG00000134470	3634
ENSG00000134480	6070
ENSG00000134489	3668
ENSG00000134490	5193
ENSG00000134504	8882
ENSG00000134508	6654
ENSG00000134516	13210
ENSG00000134531	7838
ENSG00000134532	10445
ENSG00000134533	4157
ENSG00000134538	2229
ENSG00000134539	17404
ENSG00000134545	2698
ENSG00000134548	7231
ENSG00000134551	757
ENSG00000134569	8597
ENSG00000134571	4280
ENSG00000134574	4897
ENSG00000134575	3484
ENSG00000134588	4145
ENSG00000134590	1181
ENSG00000134594	1258
ENSG00000134595	2132
ENSG00000134597	2491
ENSG00000134602	3354
ENSG00000134612	2495
ENSG00000134627	4558
ENSG00000134640	1956
ENSG00000134644	6621
ENSG00000134668	7085
ENSG00000134684	8212
ENSG00000134686	4975
ENSG00000134690	2469
ENSG00000134697	5745
ENSG00000134698	7267
ENSG00000134709	6758
ENSG00000134716	2990
ENSG00000134717	6022
ENSG00000134744	16199
ENSG00000134748	5658
ENSG00000134755	12495
ENSG00000134757	5525
ENSG00000134758	3795
ENSG00000134759	11068
ENSG00000134760	5252
ENSG00000134762	7056
ENSG00000134765	4271
ENSG00000134769	12634
ENSG00000134775	7965
ENSG00000134779	10571
ENSG00000134780	5757
ENSG00000134802	4517
ENSG00000134809	777
ENSG00000134812	2409
ENSG00000134815	5696
ENSG00000134817	3738
ENSG00000134824	11026
ENSG00000134825	3068
ENSG00000134827	1586
ENSG00000134830	6802
ENSG00000134851	7045
ENSG00000134852	11762
ENSG00000134853	9732
ENSG00000134864	3477
ENSG00000134871	19293
ENSG00000134873	3380
ENSG00000134874	8470
ENSG00000134882	4603
ENSG00000134884	5810
ENSG00000134897	5461
ENSG00000134899	8242
ENSG00000134900	6752
ENSG00000134901	2367
ENSG00000134905	10460
ENSG00000134909	12841
ENSG00000134910	7393
ENSG00000134917	4523
ENSG00000134940	2212
ENSG00000134954	7149
ENSG00000134955	6371
ENSG00000134962	6082
ENSG00000134970	3894
ENSG00000134982	12440
ENSG00000134986	9337
ENSG00000134987	7656
ENSG00000134996	1319
ENSG00000135002	3877
ENSG00000135018	7117
ENSG00000135040	3641
ENSG00000135045	2327
ENSG00000135046	4561
ENSG00000135047	2366
ENSG00000135048	9625
ENSG00000135049	4939
ENSG00000135052	4233
ENSG00000135063	9552
ENSG00000135069	2188
ENSG00000135070	3251
ENSG00000135074	7704
ENSG00000135077	3804
ENSG00000135083	9209
ENSG00000135090	10570
ENSG00000135093	5135
ENSG00000135094	3006
ENSG00000135097	3090
ENSG00000135100	5028
ENSG00000135108	6949
ENSG00000135111	5950
ENSG00000135114	3517
ENSG00000135116	6853
ENSG00000135119	6487
ENSG00000135124	8159
ENSG00000135127	5484
ENSG00000135144	4387
ENSG00000135148	3940
ENSG00000135164	9417
ENSG00000135175	833
ENSG00000135185	3271
ENSG00000135205	4457
ENSG00000135211	1023
ENSG00000135218	10880
ENSG00000135220	3062
ENSG00000135222	1066
ENSG00000135226	1833
ENSG00000135241	5668
ENSG00000135245	2070
ENSG00000135248	2521
ENSG00000135249	3655
ENSG00000135250	6341
ENSG00000135253	8259
ENSG00000135269	4280
ENSG00000135272	5252
ENSG00000135297	12071
ENSG00000135298	6490
ENSG00000135299	8329
ENSG00000135312	2021
ENSG00000135314	3350
ENSG00000135315	5474
ENSG00000135316	8205
ENSG00000135317	7105
ENSG00000135318	4533
ENSG00000135324	2153
ENSG00000135333	7456
ENSG00000135334	1999
ENSG00000135336	3689
ENSG00000135338	5964
ENSG00000135341	7227
ENSG00000135346	2284
ENSG00000135355	2408
ENSG00000135362	6616
ENSG00000135363	3109
ENSG00000135365	11190
ENSG00000135372	5242
ENSG00000135373	4386
ENSG00000135374	4494
ENSG00000135378	5530
ENSG00000135387	7689
ENSG00000135390	3991
ENSG00000135392	4192
ENSG00000135404	2633
ENSG00000135406	4353
ENSG00000135407	5889
ENSG00000135409	3518
ENSG00000135413	882
ENSG00000135414	8657
ENSG00000135423	4141
ENSG00000135424	6373
ENSG00000135426	5025
ENSG00000135436	4756
ENSG00000135437	2983
ENSG00000135439	6728
ENSG00000135441	1656
ENSG00000135443	2713
ENSG00000135446	3168
ENSG00000135447	3982
ENSG00000135451	3954
ENSG00000135452	5385
ENSG00000135454	8003
ENSG00000135457	3827
ENSG00000135469	3243
ENSG00000135472	6057
ENSG00000135473	7288
ENSG00000135476	8890
ENSG00000135477	1778
ENSG00000135480	4093
ENSG00000135482	8464
ENSG00000135486	5093
ENSG00000135502	4276
ENSG00000135503	5690
ENSG00000135506	5169
ENSG00000135517	3547
ENSG00000135519	4340
ENSG00000135521	1847
ENSG00000135525	5447
ENSG00000135535	7206
ENSG00000135537	8450
ENSG00000135540	8741
ENSG00000135541	8705
ENSG00000135547	2741
ENSG00000135549	3432
ENSG00000135569	1014
ENSG00000135577	1576
ENSG00000135587	2014
ENSG00000135596	7056
ENSG00000135597	9602
ENSG00000135604	1926
ENSG00000135605	4030
ENSG00000135617	1407
ENSG00000135622	6227
ENSG00000135624	3591
ENSG00000135625	2377
ENSG00000135631	7058
ENSG00000135632	3380
ENSG00000135636	8386
ENSG00000135637	4897
ENSG00000135638	5516
ENSG00000135643	4874
ENSG00000135655	19418
ENSG00000135677	6284
ENSG00000135678	7535
ENSG00000135679	13284
ENSG00000135686	9995
ENSG00000135697	2930
ENSG00000135698	2190
ENSG00000135702	3322
ENSG00000135709	8837
ENSG00000135720	8278
ENSG00000135722	3130
ENSG00000135723	5407
ENSG00000135736	2582
ENSG00000135740	5419
ENSG00000135744	2291
ENSG00000135747	3197
ENSG00000135749	13815
ENSG00000135750	3627
ENSG00000135763	6001
ENSG00000135766	7265
ENSG00000135773	2593
ENSG00000135775	10938
ENSG00000135776	4256
ENSG00000135778	15854
ENSG00000135801	6412
ENSG00000135821	9032
ENSG00000135823	6477
ENSG00000135824	6685
ENSG00000135828	6125
ENSG00000135829	5645
ENSG00000135835	10195
ENSG00000135837	14301
ENSG00000135838	4975
ENSG00000135842	8372
ENSG00000135845	5225
ENSG00000135862	8406
ENSG00000135870	11508
ENSG00000135898	4130
ENSG00000135899	6865
ENSG00000135900	1748
ENSG00000135902	3132
ENSG00000135903	7939
ENSG00000135905	11265
ENSG00000135912	7685
ENSG00000135913	9290
ENSG00000135914	2246
ENSG00000135916	2611
ENSG00000135917	7738
ENSG00000135919	8891
ENSG00000135924	5886
ENSG00000135925	3412
ENSG00000135926	5098
ENSG00000135929	2983
ENSG00000135930	7177
ENSG00000135931	9661
ENSG00000135932	5360
ENSG00000135940	1441
ENSG00000135945	7769
ENSG00000135951	7375
ENSG00000135953	4367
ENSG00000135956	6367
ENSG00000135960	4426
ENSG00000135966	6005
ENSG00000135968	13282
ENSG00000135972	1915
ENSG00000135973	1307
ENSG00000135974	4768
ENSG00000135976	9479
ENSG00000135999	5582
ENSG00000136002	10611
ENSG00000136003	4439
ENSG00000136010	8507
ENSG00000136011	9288
ENSG00000136014	5386
ENSG00000136021	7481
ENSG00000136026	3638
ENSG00000136040	9887
ENSG00000136044	5124
ENSG00000136045	2876
ENSG00000136048	4180
ENSG00000136051	7698
ENSG00000136052	5151
ENSG00000136059	6476
ENSG00000136068	13952
ENSG00000136098	4272
ENSG00000136099	5150
ENSG00000136100	7293
ENSG00000136104	26291
ENSG00000136108	4547
ENSG00000136110	1628
ENSG00000136111	7977
ENSG00000136114	3705
ENSG00000136122	3189
ENSG00000136141	7307
ENSG00000136143	8928
ENSG00000136144	4534
ENSG00000136146	2358
ENSG00000136147	4841
ENSG00000136149	612
ENSG00000136152	6016
ENSG00000136153	14367
ENSG00000136155	4205
ENSG00000136156	10706
ENSG00000136158	3038
ENSG00000136159	2098
ENSG00000136160	5607
ENSG00000136161	3545
ENSG00000136167	5061
ENSG00000136169	6678
ENSG00000136193	6046
ENSG00000136197	3248
ENSG00000136205	11797
ENSG00000136206	2649
ENSG00000136213	16143
ENSG00000136231	8511
ENSG00000136235	6040
ENSG00000136237	10245
ENSG00000136238	3114
ENSG00000136240	3990
ENSG00000136243	4366
ENSG00000136244	2069
ENSG00000136247	3557
ENSG00000136250	3510
ENSG00000136261	3662
ENSG00000136267	9491
ENSG00000136270	5803
ENSG00000136271	4068
ENSG00000136273	4103
ENSG00000136274	4917
ENSG00000136275	808
ENSG00000136279	12587
ENSG00000136280	8196
ENSG00000136286	8727
ENSG00000136295	6129
ENSG00000136297	2466
ENSG00000136305	3198
ENSG00000136315	337
ENSG00000136319	9705
ENSG00000136327	1261
ENSG00000136352	3165
ENSG00000136367	10128
ENSG00000136371	1633
ENSG00000136378	7730
ENSG00000136379	3627
ENSG00000136381	10806
ENSG00000136383	10940
ENSG00000136404	2661
ENSG00000136425	2146
ENSG00000136436	8333
ENSG00000136444	4198
ENSG00000136448	6669
ENSG00000136449	6515
ENSG00000136450	3340
ENSG00000136451	4913
ENSG00000136457	1802
ENSG00000136463	2315
ENSG00000136478	9094
ENSG00000136485	6575
ENSG00000136487	1147
ENSG00000136488	1660
ENSG00000136490	4745
ENSG00000136492	7991
ENSG00000136504	11749
ENSG00000136514	1554
ENSG00000136518	3675
ENSG00000136521	5871
ENSG00000136522	1370
ENSG00000136527	11769
ENSG00000136531	23695
ENSG00000136535	9600
ENSG00000136536	6288
ENSG00000136541	4393
ENSG00000136542	6818
ENSG00000136546	9088
ENSG00000136560	5579
ENSG00000136573	5077
ENSG00000136574	4443
ENSG00000136603	7782
ENSG00000136628	5450
ENSG00000136630	5660
ENSG00000136631	6637
ENSG00000136634	2155
ENSG00000136636	4929
ENSG00000136643	6190
ENSG00000136682	8396
ENSG00000136688	1380
ENSG00000136689	3256
ENSG00000136694	888
ENSG00000136695	3299
ENSG00000136696	1869
ENSG00000136697	1597
ENSG00000136698	1669
ENSG00000136699	7375
ENSG00000136709	14580
ENSG00000136710	3782
ENSG00000136715	4373
ENSG00000136717	6929
ENSG00000136718	3861
ENSG00000136720	4683
ENSG00000136731	11349
ENSG00000136732	3812
ENSG00000136738	3246
ENSG00000136750	6248
ENSG00000136754	4218
ENSG00000136758	7335
ENSG00000136770	2501
ENSG00000136783	2585
ENSG00000136802	5230
ENSG00000136807	3000
ENSG00000136810	1142
ENSG00000136811	6393
ENSG00000136813	8449
ENSG00000136816	2911
ENSG00000136819	5099
ENSG00000136824	6468
ENSG00000136826	3659
ENSG00000136827	3766
ENSG00000136828	10507
ENSG00000136830	4629
ENSG00000136834	969
ENSG00000136839	957
ENSG00000136840	2630
ENSG00000136842	3708
ENSG00000136848	9127
ENSG00000136854	9373
ENSG00000136856	3928
ENSG00000136859	3889
ENSG00000136861	10080
ENSG00000136866	6354
ENSG00000136867	2504
ENSG00000136868	5127
ENSG00000136869	13272
ENSG00000136870	3433
ENSG00000136872	3935
ENSG00000136874	4740
ENSG00000136875	3613
ENSG00000136877	3931
ENSG00000136878	5521
ENSG00000136881	3389
ENSG00000136883	3036
ENSG00000136888	1305
ENSG00000136891	7261
ENSG00000136895	9695
ENSG00000136897	3332
ENSG00000136908	3133
ENSG00000136918	1387
ENSG00000136925	5875
ENSG00000136928	7632
ENSG00000136929	2394
ENSG00000136930	1787
ENSG00000136931	3422
ENSG00000136932	4203
ENSG00000136933	3401
ENSG00000136935	6019
ENSG00000136936	1833
ENSG00000136937	5548
ENSG00000136938	1850
ENSG00000136939	936
ENSG00000136940	3147
ENSG00000136942	1535
ENSG00000136943	4700
ENSG00000136944	5830
ENSG00000136950	3610
ENSG00000136960	6729
ENSG00000136982	2603
ENSG00000136986	7081
ENSG00000136997	3001
ENSG00000136999	2673
ENSG00000137033	3253
ENSG00000137038	3000
ENSG00000137040	4583
ENSG00000137054	2512
ENSG00000137055	4825
ENSG00000137070	4271
ENSG00000137073	10620
ENSG00000137074	3789
ENSG00000137075	6138
ENSG00000137076	10076
ENSG00000137077	924
ENSG00000137078	1327
ENSG00000137080	1024
ENSG00000137090	3253
ENSG00000137094	5891
ENSG00000137098	2722
ENSG00000137100	3740
ENSG00000137101	3386
ENSG00000137103	16165
ENSG00000137106	7226
ENSG00000137124	3155
ENSG00000137133	2395
ENSG00000137135	6496
ENSG00000137142	1093
ENSG00000137145	8745
ENSG00000137154	2714
ENSG00000137161	1712
ENSG00000137166	6170
ENSG00000137168	1810
ENSG00000137171	6421
ENSG00000137177	11126
ENSG00000137185	3705
ENSG00000137193	2977
ENSG00000137198	2232
ENSG00000137200	5274
ENSG00000137203	8274
ENSG00000137204	3527
ENSG00000137207	3053
ENSG00000137210	4815
ENSG00000137216	4425
ENSG00000137218	2858
ENSG00000137221	6741
ENSG00000137225	3549
ENSG00000137251	2155
ENSG00000137252	1964
ENSG00000137261	7172
ENSG00000137265	5898
ENSG00000137266	8898
ENSG00000137267	1727
ENSG00000137269	4897
ENSG00000137270	2765
ENSG00000137273	2451
ENSG00000137274	5780
ENSG00000137275	4231
ENSG00000137285	2194
ENSG00000137288	4689
ENSG00000137309	2327
ENSG00000137310	3538
ENSG00000137312	3186
ENSG00000137331	1356
ENSG00000137337	8064
ENSG00000137338	3100
ENSG00000137343	4035
ENSG00000137364	3181
ENSG00000137392	601
ENSG00000137393	5175
ENSG00000137404	2045
ENSG00000137409	3126
ENSG00000137411	8448
ENSG00000137413	9286
ENSG00000137414	4677
ENSG00000137434	884
ENSG00000137440	1359
ENSG00000137441	1250
ENSG00000137449	7177
ENSG00000137460	6593
ENSG00000137462	5217
ENSG00000137463	1339
ENSG00000137473	3332
ENSG00000137474	10147
ENSG00000137478	5188
ENSG00000137486	5828
ENSG00000137491	10351
ENSG00000137492	7727
ENSG00000137494	6724
ENSG00000137496	4323
ENSG00000137497	15224
ENSG00000137500	6561
ENSG00000137501	11258
ENSG00000137502	11832
ENSG00000137504	5587
ENSG00000137507	4459
ENSG00000137509	12798
ENSG00000137513	3153
ENSG00000137522	3567
ENSG00000137547	1191
ENSG00000137558	7159
ENSG00000137561	2389
ENSG00000137563	3130
ENSG00000137571	9992
ENSG00000137573	9404
ENSG00000137574	3869
ENSG00000137575	4778
ENSG00000137601	8308
ENSG00000137628	6750
ENSG00000137634	2163
ENSG00000137642	19449
ENSG00000137648	9948
ENSG00000137656	2196
ENSG00000137672	5537
ENSG00000137673	2323
ENSG00000137674	2551
ENSG00000137675	1913
ENSG00000137691	2647
ENSG00000137692	1700
ENSG00000137693	6296
ENSG00000137699	10218
ENSG00000137700	6186
ENSG00000137707	1801
ENSG00000137709	6645
ENSG00000137710	8528
ENSG00000137713	6720
ENSG00000137714	3206
ENSG00000137720	3831
ENSG00000137726	5137
ENSG00000137727	7125
ENSG00000137731	5595
ENSG00000137745	2834
ENSG00000137747	5367
ENSG00000137752	3698
ENSG00000137757	1592
ENSG00000137760	4506
ENSG00000137764	5031
ENSG00000137766	14440
ENSG00000137767	3088
ENSG00000137770	9665
ENSG00000137776	8157
ENSG00000137801	9158
ENSG00000137802	10357
ENSG00000137804	2875
ENSG00000137806	1790
ENSG00000137807	6576
ENSG00000137808	1117
ENSG00000137809	10864
ENSG00000137812	10250
ENSG00000137814	4323
ENSG00000137815	5770
ENSG00000137817	7696
ENSG00000137818	3271
ENSG00000137819	6224
ENSG00000137821	9991
ENSG00000137822	11171
ENSG00000137824	5114
ENSG00000137825	2092
ENSG00000137831	11031
ENSG00000137834	8563
ENSG00000137841	7350
ENSG00000137842	4810
ENSG00000137843	6457
ENSG00000137845	16168
ENSG00000137857	8784
ENSG00000137860	5192
ENSG00000137868	7690
ENSG00000137869	8437
ENSG00000137871	12113
ENSG00000137872	8557
ENSG00000137875	1319
ENSG00000137876	3009
ENSG00000137877	12338
ENSG00000137878	10302
ENSG00000137880	1531
ENSG00000137936	6866
ENSG00000137941	10543
ENSG00000137942	5798
ENSG00000137944	2306
ENSG00000137947	2225
ENSG00000137948	4334
ENSG00000137955	5913
ENSG00000137959	10240
ENSG00000137960	3973
ENSG00000137962	15524
ENSG00000137965	2038
ENSG00000137968	6299
ENSG00000137970	747
ENSG00000137975	4496
ENSG00000137976	1476
ENSG00000137992	11303
ENSG00000137996	3037
ENSG00000138002	8401
ENSG00000138018	8552
ENSG00000138028	4039
ENSG00000138029	4280
ENSG00000138030	3060
ENSG00000138031	6058
ENSG00000138032	7103
ENSG00000138035	5134
ENSG00000138036	4618
ENSG00000138039	4999
ENSG00000138050	3823
ENSG00000138061	6014
ENSG00000138068	1325
ENSG00000138069	3312
ENSG00000138071	4347
ENSG00000138073	3221
ENSG00000138074	5606
ENSG00000138075	3720
ENSG00000138078	8153
ENSG00000138079	6541
ENSG00000138080	3958
ENSG00000138081	7074
ENSG00000138083	2523
ENSG00000138085	2019
ENSG00000138092	5518
ENSG00000138095	9760
ENSG00000138100	2764
ENSG00000138101	7146
ENSG00000138107	4654
ENSG00000138109	3358
ENSG00000138111	3526
ENSG00000138115	2571
ENSG00000138119	8473
ENSG00000138131	3653
ENSG00000138134	6323
ENSG00000138135	1686
ENSG00000138136	2900
ENSG00000138138	5067
ENSG00000138152	2406
ENSG00000138160	4860
ENSG00000138161	3464
ENSG00000138162	18844
ENSG00000138166	2615
ENSG00000138172	3108
ENSG00000138175	3844
ENSG00000138180	3271
ENSG00000138182	6851
ENSG00000138185	6975
ENSG00000138190	6193
ENSG00000138193	12930
ENSG00000138207	1449
ENSG00000138231	3160
ENSG00000138246	9606
ENSG00000138271	1698
ENSG00000138279	2862
ENSG00000138286	7473
ENSG00000138303	5586
ENSG00000138308	1128
ENSG00000138311	5368
ENSG00000138315	2365
ENSG00000138316	5269
ENSG00000138326	7857
ENSG00000138336	9288
ENSG00000138346	4867
ENSG00000138347	7060
ENSG00000138356	5556
ENSG00000138363	3928
ENSG00000138375	5092
ENSG00000138376	6067
ENSG00000138378	4785
ENSG00000138379	2822
ENSG00000138380	8636
ENSG00000138381	2504
ENSG00000138382	2865
ENSG00000138385	5113
ENSG00000138386	4887
ENSG00000138395	6141
ENSG00000138398	7368
ENSG00000138399	4451
ENSG00000138400	3110
ENSG00000138411	23683
ENSG00000138413	4721
ENSG00000138430	6100
ENSG00000138433	3181
ENSG00000138434	9582
ENSG00000138435	4855
ENSG00000138439	5986
ENSG00000138442	9098
ENSG00000138443	23331
ENSG00000138448	8211
ENSG00000138449	4330
ENSG00000138459	4853
ENSG00000138463	3596
ENSG00000138468	6396
ENSG00000138472	1180
ENSG00000138483	1444
ENSG00000138495	2172
ENSG00000138496	8938
ENSG00000138587	2504
ENSG00000138592	20639
ENSG00000138593	8699
ENSG00000138594	10632
ENSG00000138600	8144
ENSG00000138604	6630
ENSG00000138606	4894
ENSG00000138613	5494
ENSG00000138614	4210
ENSG00000138615	5695
ENSG00000138617	3715
ENSG00000138621	3781
ENSG00000138622	7228
ENSG00000138623	3800
ENSG00000138629	1885
ENSG00000138639	7908
ENSG00000138640	13215
ENSG00000138641	6981
ENSG00000138642	5793
ENSG00000138646	4766
ENSG00000138650	10161
ENSG00000138653	3719
ENSG00000138658	9103
ENSG00000138660	3444
ENSG00000138663	3566
ENSG00000138668	6981
ENSG00000138669	5116
ENSG00000138670	10183
ENSG00000138674	9145
ENSG00000138675	5998
ENSG00000138678	3468
ENSG00000138684	3295
ENSG00000138685	6775
ENSG00000138686	4829
ENSG00000138688	20470
ENSG00000138696	6312
ENSG00000138698	5424
ENSG00000138709	9498
ENSG00000138722	5510
ENSG00000138735	9775
ENSG00000138738	9517
ENSG00000138741	4358
ENSG00000138744	4459
ENSG00000138750	4062
ENSG00000138755	2740
ENSG00000138756	9938
ENSG00000138757	7183
ENSG00000138758	9787
ENSG00000138759	18960
ENSG00000138760	19341
ENSG00000138764	7471
ENSG00000138767	9367
ENSG00000138768	4588
ENSG00000138769	3781
ENSG00000138771	13958
ENSG00000138772	5123
ENSG00000138777	4654
ENSG00000138778	9444
ENSG00000138780	6295
ENSG00000138785	3897
ENSG00000138792	7802
ENSG00000138794	1943
ENSG00000138795	5361
ENSG00000138796	12086
ENSG00000138798	6127
ENSG00000138801	3478
ENSG00000138802	5219
ENSG00000138813	3261
ENSG00000138814	5213
ENSG00000138821	6480
ENSG00000138823	5398
ENSG00000138829	13196
ENSG00000138834	10285
ENSG00000138835	13793
ENSG00000138867	4529
ENSG00000138892	2707
ENSG00000138942	3447
ENSG00000138944	6751
ENSG00000138964	8656
ENSG00000139044	6867
ENSG00000139053	747
ENSG00000139055	2426
ENSG00000139083	7075
ENSG00000139112	4086
ENSG00000139116	10117
ENSG00000139117	5178
ENSG00000139131	2152
ENSG00000139132	10629
ENSG00000139133	4389
ENSG00000139144	5925
ENSG00000139146	5748
ENSG00000139151	3431
ENSG00000139154	6572
ENSG00000139155	4860
ENSG00000139160	6868
ENSG00000139163	8191
ENSG00000139168	2446
ENSG00000139173	3440
ENSG00000139174	8247
ENSG00000139178	5014
ENSG00000139180	10391
ENSG00000139182	6902
ENSG00000139187	2598
ENSG00000139190	3580
ENSG00000139192	3188
ENSG00000139193	1410
ENSG00000139194	1369
ENSG00000139197	5488
ENSG00000139200	3266
ENSG00000139209	4145
ENSG00000139211	3956
ENSG00000139218	14035
ENSG00000139219	6664
ENSG00000139220	8573
ENSG00000139223	960
ENSG00000139233	7993
ENSG00000139239	645
ENSG00000139263	5893
ENSG00000139266	4005
ENSG00000139269	3015
ENSG00000139278	6273
ENSG00000139287	6929
ENSG00000139289	8069
ENSG00000139291	6488
ENSG00000139292	5251
ENSG00000139304	12477
ENSG00000139318	4632
ENSG00000139323	8746
ENSG00000139324	7327
ENSG00000139329	3008
ENSG00000139330	2162
ENSG00000139343	3043
ENSG00000139344	2686
ENSG00000139350	4463
ENSG00000139351	3829
ENSG00000139352	2472
ENSG00000139354	6799
ENSG00000139364	15703
ENSG00000139370	5496
ENSG00000139372	4903
ENSG00000139405	2309
ENSG00000139410	2216
ENSG00000139428	6290
ENSG00000139433	2696
ENSG00000139436	13542
ENSG00000139437	9054
ENSG00000139438	3722
ENSG00000139445	3471
ENSG00000139496	10422
ENSG00000139505	5779
ENSG00000139508	3776
ENSG00000139514	7692
ENSG00000139515	2501
ENSG00000139517	4692
ENSG00000139531	5008
ENSG00000139537	2373
ENSG00000139540	2903
ENSG00000139546	4090
ENSG00000139547	3464
